,구분코드,대분류,중분류,소분류,명칭,시,구,동
266,BE_IW16-0600,한식/중식/일식,전통음식,한식 일반,영양센터,서울특별시,동대문구,전농1동
267,BE_IW16-0601,한식/중식/일식,전통음식,한식 일반,영천영화,서울특별시,강남구,청담동
268,BE_IW16-0602,한식/중식/일식,전통음식,한식 일반,예가,서울특별시,노원구,중계본동
269,BE_IW16-0603,한식/중식/일식,전통음식,한식 일반,예당,서울특별시,강남구,압구정동
270,BE_IW16-0604,한식/중식/일식,전통음식,한식 일반,예소담,서울특별시,구로구,구로5동
271,BE_IW16-0605,한식/중식/일식,전통음식,한식 일반,예원,서울특별시,강남구,역삼1동
272,BE_IW16-0606,한식/중식/일식,전통음식,한식 일반,예전,서울특별시,서초구,서초1동
273,BE_IW16-0607,한식/중식/일식,전통음식,한식 일반,예촌,서울특별시,서초구,서초2동
274,BE_IW16-0608,한식/중식/일식,전통음식,한식 일반,예향,서울특별시,강남구,대치2동
275,BE_IW16-0609,한식/중식/일식,전통음식,한식 일반,예향,서울특별시,강남구,삼성2동
276,BE_IW16-0610,한식/중식/일식,전통음식,한식 일반,예향,서울특별시,강남구,역삼1동
277,BE_IW16-0611,한식/중식/일식,전통음식,한식 일반,옛고을,서울특별시,송파구,가락2동
278,BE_IW16-0612,한식/중식/일식,전통음식,한식 일반,옛골토성,서울특별시,종로구,평창동
279,BE_IW16-0613,한식/중식/일식,전통음식,한식 일반,옛골토성,서울특별시,중랑구,상봉2동
280,BE_IW16-0614,한식/중식/일식,전통음식,한식 일반,옛골토성,서울특별시,서초구,방배4동
281,BE_IW16-0615,한식/중식/일식,전통음식,한식 일반,옛골토성,서울특별시,강서구,등촌3동
282,BE_IW16-0616,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,종로구,혜화동
283,BE_IW16-0617,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,강남구,역삼1동
284,BE_IW16-0618,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,강남구,도곡1동
285,BE_IW16-0619,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,강북구,송중동
286,BE_IW16-0620,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,강동구,천호3동
287,BE_IW16-0621,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,강서구,염창동
288,BE_IW16-0622,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,성북구,길음2동
289,BE_IW16-0623,한식/중식/일식,전통음식,한식 일반,옛날농장,서울특별시,성동구,금호4가동
290,BE_IW16-0624,한식/중식/일식,전통음식,한식 일반,옛날민속집,서울특별시,종로구,평창동
291,BE_IW16-0625,한식/중식/일식,전통음식,한식 일반,옛날집,서울특별시,마포구,서교동
292,BE_IW16-0626,한식/중식/일식,전통음식,한식 일반,옛날집,서울특별시,관악구,신림동
293,BE_IW16-0627,한식/중식/일식,전통음식,한식 일반,옛날집,서울특별시,강서구,화곡6동
294,BE_IW16-0628,한식/중식/일식,전통음식,한식 일반,옛날집,서울특별시,서대문구,홍제1동
295,BE_IW16-0940,한식/중식/일식,전통음식,한식 일반,토방,서울특별시,은평구,응암1동
296,BE_IW16-0402,한식/중식/일식,전통음식,한식 일반,부산복집,서울특별시,송파구,오금동
297,BE_IW16-0403,한식/중식/일식,전통음식,한식 일반,부산복집,서울특별시,종로구,사직동
298,BE_IW16-0404,한식/중식/일식,전통음식,한식 일반,부산식당,서울특별시,동대문구,청량리동
299,BE_IW16-0405,한식/중식/일식,전통음식,한식 일반,부산식당,서울특별시,종로구,종로1.2.3.4가동
300,BE_IW16-0406,한식/중식/일식,전통음식,한식 일반,부산집,서울특별시,강남구,논현1동
301,BE_IW16-0407,한식/중식/일식,전통음식,한식 일반,부일갈비,서울특별시,영등포구,영등포동
302,BE_IW16-0408,한식/중식/일식,전통음식,한식 일반,북악정,서울특별시,종로구,평창동
303,BE_IW16-0409,한식/중식/일식,전통음식,한식 일반,북촌,서울특별시,성북구,동선동
304,BE_IW16-0410,한식/중식/일식,전통음식,한식 일반,사동면옥,서울특별시,종로구,종로1.2.3.4가동
305,BE_IW16-0411,한식/중식/일식,전통음식,한식 일반,사랑방,서울특별시,마포구,공덕동
306,BE_IW16-0412,한식/중식/일식,전통음식,한식 일반,사랑방,서울특별시,강북구,우이동
307,BE_IW16-0413,한식/중식/일식,전통음식,한식 일반,사랑방,서울특별시,종로구,이화동
308,BE_IW16-0414,한식/중식/일식,전통음식,한식 일반,사랑채,서울특별시,송파구,문정1동
309,BE_IW16-0415,한식/중식/일식,전통음식,한식 일반,사랑채,서울특별시,서초구,방배1동
310,BE_IW16-0416,한식/중식/일식,전통음식,한식 일반,사리원,서울특별시,동작구,상도1동
311,BE_IW16-0417,한식/중식/일식,전통음식,한식 일반,사리원,서울특별시,도봉구,방학1동
312,BE_IW16-0418,한식/중식/일식,전통음식,한식 일반,사조회참치,서울특별시,영등포구,당산2동
313,BE_IW16-0419,한식/중식/일식,전통음식,한식 일반,산고수장,서울특별시,서초구,내곡동
314,BE_IW16-0420,한식/중식/일식,전통음식,한식 일반,산골식당,서울특별시,성북구,석관동
315,BE_IW16-0421,한식/중식/일식,전통음식,한식 일반,산마루,서울특별시,관악구,남현동
316,BE_IW16-0422,한식/중식/일식,전통음식,한식 일반,산사랑,서울특별시,강북구,우이동
317,BE_IW16-0423,한식/중식/일식,전통음식,한식 일반,산속가든,서울특별시,강동구,고덕2동
318,BE_IW16-0424,한식/중식/일식,전통음식,한식 일반,산수갑산,서울특별시,관악구,남현동
319,BE_IW16-0425,한식/중식/일식,전통음식,한식 일반,산수정,서울특별시,성동구,성수2가3동
320,BE_IW16-0426,한식/중식/일식,전통음식,한식 일반,산수정,서울특별시,은평구,구산동
321,BE_IW16-0427,한식/중식/일식,전통음식,한식 일반,산수정,서울특별시,서초구,내곡동
322,BE_IW16-0428,한식/중식/일식,전통음식,한식 일반,산에산유황오리,서울특별시,종로구,종로1.2.3.4가동
323,BE_IW16-0429,한식/중식/일식,전통음식,한식 일반,산울,서울특별시,광진구,광장동
324,BE_IW16-0430,한식/중식/일식,전통음식,한식 일반,산유화,서울특별시,종로구,평창동
325,BE_IW16-0431,한식/중식/일식,전통음식,한식 일반,산유화,서울특별시,중구,장충동
326,BE_IW16-0432,한식/중식/일식,전통음식,한식 일반,산장가든,서울특별시,강동구,둔촌2동
327,BE_IW16-0433,한식/중식/일식,전통음식,한식 일반,산정,서울특별시,강남구,논현2동
328,BE_IW16-0434,한식/중식/일식,전통음식,한식 일반,산촌,서울특별시,강북구,우이동
329,BE_IW16-0435,한식/중식/일식,전통음식,한식 일반,산호,서울특별시,강남구,신사동
330,BE_IW16-0884,한식/중식/일식,전통음식,한식 일반,청진동해장국,서울특별시,강동구,천호3동
331,BE_IW16-0718,한식/중식/일식,전통음식,한식 일반,은행나무집,서울특별시,종로구,종로1.2.3.4가동
332,BE_IW16-0719,한식/중식/일식,전통음식,한식 일반,을지로골뱅이,서울특별시,송파구,장지동
333,BE_IW16-0720,한식/중식/일식,전통음식,한식 일반,의정부부대찌개,서울특별시,관악구,대학동
334,BE_IW16-0721,한식/중식/일식,전통음식,한식 일반,의정부부대찌개,서울특별시,서초구,양재2동
335,BE_IW16-0722,한식/중식/일식,전통음식,한식 일반,의정부부대찌개,서울특별시,서초구,방배본동
336,BE_IW16-0723,한식/중식/일식,전통음식,한식 일반,이가네,서울특별시,강북구,번1동
337,BE_IW16-0724,한식/중식/일식,전통음식,한식 일반,이가네,서울특별시,동작구,사당1동
338,BE_IW16-0725,한식/중식/일식,전통음식,한식 일반,이가면옥,서울특별시,종로구,사직동
339,BE_IW16-0726,한식/중식/일식,전통음식,한식 일반,이남장삼성동지점,서울특별시,강남구,삼성1동
340,BE_IW16-0727,한식/중식/일식,전통음식,한식 일반,이랑,서울특별시,강서구,화곡6동
341,BE_IW16-0728,한식/중식/일식,전통음식,한식 일반,이상갈비명가노원점,서울특별시,노원구,상계2동
342,BE_IW16-0729,한식/중식/일식,전통음식,한식 일반,이상누룽지백숙정릉본점,서울특별시,성북구,정릉3동
343,BE_IW16-0730,한식/중식/일식,전통음식,한식 일반,이스트빌리지,서울특별시,강남구,압구정동
344,BE_IW16-0731,한식/중식/일식,전통음식,한식 일반,이조갈비,서울특별시,은평구,응암3동
345,BE_IW16-0732,한식/중식/일식,전통음식,한식 일반,이천,서울특별시,성동구,행당1동
346,BE_IW16-0733,한식/중식/일식,전통음식,한식 일반,인사동그집,서울특별시,종로구,종로1.2.3.4가동
347,BE_IW16-0734,한식/중식/일식,전통음식,한식 일반,인수봉,서울특별시,강북구,우이동
348,BE_IW16-0735,한식/중식/일식,전통음식,한식 일반,일미,서울특별시,동대문구,회기동
349,BE_IW16-0736,한식/중식/일식,전통음식,한식 일반,일미식당,서울특별시,강남구,세곡동
350,BE_IW16-0737,한식/중식/일식,전통음식,한식 일반,일미식당,서울특별시,서대문구,충현동
351,BE_IW16-0738,한식/중식/일식,전통음식,한식 일반,일출기사식당,서울특별시,양천구,신월7동
352,BE_IW16-0739,한식/중식/일식,전통음식,한식 일반,임진강,서울특별시,광진구,중곡2동
353,BE_IW16-0740,한식/중식/일식,전통음식,한식 일반,자매식당,서울특별시,성동구,용답동
354,BE_IW16-0741,한식/중식/일식,전통음식,한식 일반,자매식당,서울특별시,강북구,송중동
355,BE_IW16-0742,한식/중식/일식,전통음식,한식 일반,자산어보,서울특별시,서초구,서초2동
356,BE_IW16-0743,한식/중식/일식,전통음식,한식 일반,자유식당,서울특별시,마포구,망원2동
357,BE_IW16-0744,한식/중식/일식,전통음식,한식 일반,잔치국수,서울특별시,관악구,난곡동
358,BE_IW16-0745,한식/중식/일식,전통음식,한식 일반,잔치집,서울특별시,영등포구,영등포동
359,BE_IW16-0746,한식/중식/일식,전통음식,한식 일반,잠실마당,서울특별시,송파구,잠실본동
360,BE_IW16-0747,한식/중식/일식,전통음식,한식 일반,장가네곱창,서울특별시,마포구,용강동
361,BE_IW16-0748,한식/중식/일식,전통음식,한식 일반,장강,서울특별시,마포구,용강동
362,BE_IW16-0749,한식/중식/일식,전통음식,한식 일반,장군갈비,서울특별시,광진구,중곡2동
363,BE_IW16-0750,한식/중식/일식,전통음식,한식 일반,장군집,서울특별시,관악구,중앙동
364,BE_IW16-0751,한식/중식/일식,전통음식,한식 일반,장독대,서울특별시,종로구,평창동
365,BE_IW16-0752,한식/중식/일식,전통음식,한식 일반,장미,서울특별시,종로구,종로5.6가동
366,BE_IW16-0753,한식/중식/일식,전통음식,한식 일반,장사랑,서울특별시,강남구,압구정동
367,BE_IW16-0754,한식/중식/일식,전통음식,한식 일반,장수갈비,서울특별시,강북구,수유1동
368,BE_IW16-0755,한식/중식/일식,전통음식,한식 일반,장수갈비,서울특별시,중구,소공동
369,BE_IW16-0756,한식/중식/일식,전통음식,한식 일반,장수갈비,서울특별시,광진구,군자동
370,BE_IW16-0757,한식/중식/일식,전통음식,한식 일반,장수사철탕,서울특별시,강북구,인수동
371,BE_IW16-0758,한식/중식/일식,전통음식,한식 일반,장수식당,서울특별시,서초구,서초2동
372,BE_IW16-0759,한식/중식/일식,전통음식,한식 일반,장수식당,서울특별시,중랑구,면목본동
373,BE_IW16-0760,한식/중식/일식,전통음식,한식 일반,장수원,서울특별시,서초구,방배본동
374,BE_IW16-0761,한식/중식/일식,전통음식,한식 일반,장수원,서울특별시,강서구,화곡6동
375,BE_IW16-0762,한식/중식/일식,전통음식,한식 일반,장수집,서울특별시,은평구,응암3동
376,BE_IW16-0763,한식/중식/일식,전통음식,한식 일반,장수촌,서울특별시,서대문구,홍은2동
377,BE_IW16-0764,한식/중식/일식,전통음식,한식 일반,장수회관,서울특별시,마포구,성산2동
378,BE_IW16-0765,한식/중식/일식,전통음식,한식 일반,장안칼국수,서울특별시,강북구,수유2동
379,BE_IW16-0766,한식/중식/일식,전통음식,한식 일반,장어촌,서울특별시,강남구,역삼1동
380,BE_IW16-0767,한식/중식/일식,전통음식,한식 일반,장어촌,서울특별시,송파구,방이1동
381,BE_IW16-0768,한식/중식/일식,전통음식,한식 일반,장원,서울특별시,강동구,천호1동
382,BE_IW16-0769,한식/중식/일식,전통음식,한식 일반,장위동유성집,서울특별시,중랑구,중화1동
383,BE_IW16-0770,한식/중식/일식,전통음식,한식 일반,장위동유성집,서울특별시,강동구,길동
384,BE_IW16-0771,한식/중식/일식,전통음식,한식 일반,장충동왕족발,서울특별시,관악구,신사동
385,BE_IW16-0772,한식/중식/일식,전통음식,한식 일반,장충왕족발,서울특별시,중랑구,상봉2동
386,BE_IW16-0663,한식/중식/일식,전통음식,한식 일반,왕십리곱창,서울특별시,관악구,삼성동
387,BE_IW16-0664,한식/중식/일식,전통음식,한식 일반,왕십리곱창,서울특별시,성동구,성수1가1동
388,BE_IW16-0665,한식/중식/일식,전통음식,한식 일반,외가집,서울특별시,서초구,잠원동
389,BE_IW16-0666,한식/중식/일식,전통음식,한식 일반,외가집,서울특별시,성동구,성수2가3동
390,BE_IW16-0667,한식/중식/일식,전통음식,한식 일반,외갓집,서울특별시,강북구,미아동
391,BE_IW16-0668,한식/중식/일식,전통음식,한식 일반,외갓집,서울특별시,강서구,화곡6동
392,BE_IW16-0669,한식/중식/일식,전통음식,한식 일반,외고집설렁탕,서울특별시,강남구,대치4동
393,BE_IW16-0670,한식/중식/일식,전통음식,한식 일반,요기본점,서울특별시,마포구,서강동
394,BE_IW16-0671,한식/중식/일식,전통음식,한식 일반,용궁가든,서울특별시,종로구,창신3동
